,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
8781,1,297.6,308.7,1552,42.3,27,0
8782,1,297.5,308.7,1456,44.7,29,0
8783,2,297.6,308.6,1254,45.8,31,0
8784,1,297.5,308.6,1437,43.3,34,0
8785,1,297.5,308.6,1694,27.1,36,0
8786,1,297.5,308.5,1306,50.7,38,0
8787,2,297.5,308.5,1699,30.1,40,0
8788,1,297.4,308.5,1369,53.2,43,0
8789,1,297.4,308.5,1471,43.9,45,0
8790,1,297.4,308.5,1410,43.9,47,0
8791,2,297.4,308.5,1412,45.5,49,0
8792,1,297.4,308.5,1418,51.2,52,0
8793,1,297.4,308.5,1782,25.9,54,0
8794,2,297.4,308.5,1497,36.4,56,0
8795,1,297.3,308.4,1459,39.4,59,0
8796,1,297.2,308.3,1796,23.8,61,0
8797,1,297.2,308.3,1569,31.2,63,0
8798,1,297.3,308.4,1469,46.7,65,0
8799,1,297.3,308.4,1472,41.3,67,0
8800,1,297.4,308.5,1475,47.2,69,0
8801,1,297.4,308.6,1488,36.4,71,0
8802,1,297.4,308.6,1524,43.1,73,0
8803,1,297.4,308.5,1486,48.6,75,0
8804,2,297.5,308.6,1255,60.7,77,0
8805,2,297.4,308.6,1469,42.6,80,0
8806,1,297.4,308.5,1692,34.3,83,0
8807,2,297.4,308.6,1604,32.8,85,0
8808,1,297.4,308.6,1446,48.1,88,0
8809,1,297.3,308.5,1503,43.3,90,0
8810,2,297.3,308.5,1625,32.8,92,0
8811,1,297.2,308.5,1574,35.8,95,0
8812,2,297.2,308.4,1378,41.9,97,0
8813,1,297.1,308.4,1693,29.5,100,0
8814,1,297.2,308.4,1462,51.2,102,0
8815,0,297.3,308.5,1435,55.0,104,0
8816,2,297.2,308.5,1425,45.8,109,0
8817,0,297.3,308.6,1376,53.5,112,0
8818,2,297.4,308.7,1481,48.0,117,0
8819,0,297.4,308.7,1349,48.9,120,0
8820,1,297.3,308.7,1551,40.0,125,0
8821,0,297.4,308.7,1623,33.8,127,0
8822,1,297.4,308.8,1462,49.7,132,0
8823,2,297.3,308.8,1447,57.4,134,0
8824,2,297.3,308.9,1799,24.5,137,0
8825,2,297.3,308.8,1548,41.3,140,0
8826,2,297.2,308.8,1485,47.9,143,0
8827,1,297.2,308.7,1463,49.9,146,0
8828,1,297.3,308.7,1587,35.8,148,0
8829,2,297.3,308.8,1469,44.1,150,0
8830,0,297.3,308.7,1430,42.8,153,0
8831,0,297.4,308.7,1726,26.8,158,0
8832,1,297.4,308.8,1651,34.1,163,0
8833,1,297.4,308.8,1529,41.3,165,0
8834,1,297.4,308.8,1473,46.2,167,0
8835,0,297.4,308.8,1324,53.5,169,0
8836,1,297.4,308.9,1708,28.8,174,0
8837,2,297.5,309.1,1540,38.5,176,0
8838,1,297.5,309.0,1320,54.7,179,0
8839,2,297.4,308.9,1376,39.0,181,0
8840,2,297.3,308.7,1542,37.0,184,0
8841,1,297.3,308.7,1506,39.3,187,0
8842,1,297.3,308.7,1492,43.6,189,0
8843,0,297.3,308.8,1564,38.0,191,0
8844,0,297.4,308.9,1645,30.8,196,0
8845,2,297.4,308.9,1348,59.1,201,0
8846,2,297.4,308.8,1325,62.4,204,4
8847,1,297.5,308.9,1443,43.5,0,0
8848,2,297.5,308.9,1436,44.8,2,0
8849,1,297.5,308.9,1596,30.7,5,0
8850,1,297.6,309.0,1491,43.2,7,0
8851,2,297.7,308.9,1573,35.1,9,0
8852,1,297.7,308.9,1575,39.9,12,0
8853,1,297.7,308.9,1458,41.1,14,0
8854,2,297.7,309.0,1433,41.8,16,0
8855,1,297.7,308.9,1662,28.1,19,0
8856,2,297.7,308.9,1327,63.7,21,0
8857,1,297.7,308.9,1742,26.3,24,0
8858,1,297.8,308.9,1506,33.5,26,0
8859,1,297.9,309.1,1457,44.4,28,0
8860,2,297.9,309.1,1488,37.3,30,0
8861,1,297.9,309.1,1619,34.7,33,0
8862,2,298.0,309.2,1558,41.7,35,0
8863,1,298.0,309.2,1731,28.7,38,0
8864,2,298.0,309.1,1574,34.8,40,0
8865,1,297.9,309.0,1290,49.8,43,0
8866,0,297.9,308.9,1416,39.6,45,0
8867,1,297.9,308.9,1566,41.9,50,0
8868,1,297.9,309.0,1456,46.5,52,0
8869,1,297.9,309.0,1528,37.5,54,0
8870,2,297.9,309.1,1338,49.6,56,0
8871,2,297.9,309.1,1558,39.2,59,0
8872,2,297.9,309.1,1614,38.1,62,0
8873,0,298.0,309.1,1557,36.4,65,0
8874,1,298.1,309.3,1443,45.3,70,0
8875,0,298.1,309.3,1332,51.0,72,0
8876,2,298.1,309.3,1752,25.2,77,0
8877,2,298.1,309.2,1460,45.8,80,0
8878,1,298.1,309.2,1802,26.9,83,0
8879,1,298.0,309.2,1527,39.5,85,0
8880,1,298.0,309.2,1458,39.8,87,0
8881,0,298.0,309.2,1520,37.9,89,0
8882,1,298.0,309.2,1378,49.7,94,0
8883,2,297.9,309.2,1529,38.1,96,0
8884,1,298.0,309.2,1527,32.4,99,0
8885,2,298.0,309.2,1438,42.9,101,0
8886,1,297.9,309.0,1583,36.7,104,0
8887,1,297.8,308.9,1530,37.6,106,0
8888,2,297.7,308.9,1530,39.1,108,0
8889,2,297.7,308.8,2089,19.1,111,0
8890,1,297.7,308.8,1616,34.2,114,0
8891,2,297.7,308.9,1681,28.3,116,0
8892,1,297.6,308.8,1475,43.0,119,0
8893,1,297.5,308.7,1371,46.5,121,0
8894,2,297.5,308.7,1546,38.0,123,0
8895,0,297.4,308.6,1461,40.1,126,0
8896,1,297.4,308.7,1638,31.9,131,0
8897,2,297.3,308.7,1577,35.6,133,0
8898,1,297.4,308.6,1532,38.7,136,0
8899,2,297.3,308.5,1710,27.7,138,0
8900,2,297.3,308.6,1584,29.4,141,0
8901,1,297.3,308.6,1446,50.1,144,0
8902,0,297.4,308.7,1522,46.3,146,0
8903,2,297.4,308.7,1382,49.9,151,0
8904,1,297.4,308.7,1584,38.2,154,0
8905,1,297.3,308.6,1385,55.2,156,0
8906,1,297.3,308.7,1592,34.4,158,0
8907,2,297.2,308.6,1404,43.7,160,0
8908,1,297.2,308.5,1518,44.3,163,0
8909,1,297.1,308.4,1529,40.4,165,0
8910,1,297.1,308.4,1550,37.0,167,0
8911,1,297.1,308.3,1773,23.8,169,0
8912,1,297.2,308.5,1446,43.7,171,0
8913,2,297.2,308.5,1487,46.9,173,0
8914,2,297.3,308.5,1524,49.3,176,0
8915,1,297.1,308.3,1403,54.1,179,0
8916,1,297.1,308.2,2267,15.7,181,0
8917,2,297.1,308.2,1529,37.9,183,0
8918,1,297.1,308.2,1402,51.2,186,0
8919,1,297.2,308.3,1693,28.0,188,0
8920,1,297.1,308.3,1496,45.8,190,0
8921,1,297.1,308.1,1633,33.3,192,0
8922,1,297.1,308.2,1399,42.6,194,0
8923,2,297.0,308.1,1363,45.3,196,0
8924,0,297.1,308.2,1527,42.2,199,0
8925,2,297.2,308.2,1405,42.5,204,0
8926,2,297.3,308.3,1459,59.6,207,2
8927,2,297.4,308.4,1789,25.0,210,0
8928,1,297.4,308.4,1531,41.5,213,0
8929,2,297.4,308.4,1620,35.8,215,0
8930,1,297.4,308.4,1571,39.4,0,0
8931,1,297.4,308.4,1434,39.9,2,0
8932,1,297.4,308.4,1474,43.6,4,0
8933,2,297.3,308.3,1544,41.7,6,0
8934,1,297.3,308.2,1601,35.7,9,0
8935,1,297.4,308.3,1801,26.9,11,0
8936,1,297.4,308.3,1465,42.0,13,0
8937,2,297.4,308.4,1340,52.6,15,0
8938,2,297.4,308.4,1517,41.0,18,0
8939,2,297.3,308.4,1434,44.8,21,0
8940,0,297.3,308.3,1935,19.3,24,0
8941,2,297.3,308.3,1595,32.2,29,0
8942,1,297.3,308.3,2188,17.0,32,0
8943,2,297.3,308.4,1449,44.4,34,0
8944,1,297.3,308.3,1471,38.2,37,0
8945,1,297.4,308.2,1639,33.8,39,0
8946,2,297.3,308.2,1846,24.5,41,0
8947,2,297.3,308.2,1452,38.2,44,0
8948,2,297.4,308.3,1483,41.9,47,0
8949,1,297.4,308.3,1284,60.3,50,0
8950,1,297.4,308.2,1419,50.0,52,0
8951,1,297.3,308.1,1763,28.4,54,0
8952,2,297.2,308.0,1478,42.5,56,0
8953,1,297.3,308.0,1518,36.0,59,0
8954,1,297.3,308.0,1447,49.0,61,0
8955,2,297.4,308.0,1355,55.1,63,0
8956,1,297.4,308.1,1348,57.4,66,0
8957,1,297.4,308.1,1348,53.7,68,0
8958,2,297.4,308.1,1734,27.7,70,0
8959,1,297.3,308.0,1420,46.5,73,0
8960,1,297.3,307.9,1797,24.7,75,0
8961,2,297.3,308.0,1403,45.0,77,0
8962,1,297.3,307.9,1628,30.2,80,0
8963,2,297.2,307.9,1687,30.4,82,0
8964,2,297.2,307.9,1456,44.9,85,0
8965,1,297.1,307.9,1496,44.7,88,0
8966,1,297.1,307.8,1636,30.3,90,0
8967,1,297.1,307.8,1536,40.4,92,0
8968,1,297.1,307.8,1454,50.6,94,0
8969,1,297.0,307.8,1396,50.0,96,0
8970,1,297.0,307.6,1575,37.4,98,0
8971,1,296.9,307.6,1514,35.7,100,0
8972,2,296.8,307.4,1455,49.9,102,0
8973,1,296.8,307.4,1549,48.3,105,0
8974,1,296.8,307.5,1474,42.4,107,0
8975,0,296.7,307.4,1661,34.2,109,0
8976,1,296.7,307.4,1535,34.6,114,0
8977,2,296.9,307.5,1556,31.2,116,0
8978,1,296.9,307.6,1435,45.0,119,0
8979,2,296.9,307.5,1332,51.1,121,0
8980,1,297.0,307.6,1513,42.4,124,0
8981,1,297.0,307.7,1502,39.4,126,0
8982,1,297.0,307.7,1315,60.1,128,0
8983,2,297.0,307.7,1261,51.1,130,0
8984,1,297.1,307.8,1406,60.4,133,0
8985,1,297.1,307.8,1584,42.3,135,0
8986,2,297.1,307.8,1443,43.9,137,0
8987,1,297.2,307.9,1580,35.8,140,0
8988,1,297.2,307.9,1825,24.6,142,0
8989,1,297.2,307.9,1469,48.2,144,0
8990,1,297.2,307.9,1493,38.4,146,0
8991,2,297.3,308.0,1598,29.4,148,0
8992,0,297.2,307.9,1450,37.2,151,0
8993,2,297.2,307.9,1632,37.5,156,0
8994,2,297.1,307.9,1980,20.3,159,0
8995,1,297.2,308.0,1474,43.7,162,0
8996,1,297.2,307.9,1540,37.1,164,0
8997,2,297.1,307.9,1609,38.9,166,0
8998,1,297.1,308.0,1467,42.8,169,0
8999,1,297.1,307.9,1492,39.4,171,0
9000,1,297.0,307.9,1493,46.1,173,0
9001,1,297.0,307.8,1500,39.9,175,0
9002,1,297.1,307.8,1477,36.6,177,0
9003,1,297.1,307.9,1342,49.1,179,0
9004,2,297.1,307.8,1538,34.3,181,0
9005,1,297.2,307.9,1337,58.1,184,0
9006,1,297.3,307.9,1417,41.8,186,0
9007,1,297.4,308.0,1383,46.2,188,0
9008,2,297.4,308.0,1440,42.4,190,0
9009,1,297.3,307.9,1579,34.4,193,0
9010,1,297.2,307.9,1441,40.0,195,0
9011,2,297.2,307.9,1530,35.9,197,0
9012,1,297.2,308.0,1705,26.0,200,0
9013,0,297.2,308.0,1435,43.0,202,0
9014,2,297.2,308.1,1340,61.3,207,3
9015,1,297.2,308.1,1431,49.7,210,0
9016,1,297.3,308.2,1396,52.7,212,3
9017,2,297.3,308.1,1369,52.0,214,0
9018,1,297.3,308.1,1615,35.4,217,4
9019,1,297.2,308.1,1662,31.3,0,0
9020,1,297.3,308.2,1553,33.5,2,0
9021,2,297.4,308.2,1536,34.6,4,0
9022,1,297.4,308.3,1548,46.6,7,0
9023,1,297.4,308.3,1706,30.9,9,0
9024,1,297.4,308.3,1366,45.5,11,0
9025,1,297.5,308.4,1440,35.9,13,0
9026,2,297.5,308.4,1685,28.1,15,0
9027,2,297.4,308.3,1444,44.0,18,0
9028,1,297.4,308.3,1395,48.7,21,0
9029,1,297.4,308.3,1483,38.8,23,0
9030,2,297.5,308.4,1403,44.3,25,0
9031,0,297.5,308.4,1793,23.9,28,0
9032,1,297.4,308.3,1723,28.8,33,0
9033,1,297.4,308.2,1386,41.0,35,0
9034,0,297.4,308.2,1585,46.2,37,0
9035,2,297.3,308.1,1731,27.7,42,0
9036,1,297.3,308.3,1519,37.7,45,0
9037,1,297.3,308.2,1896,24.4,47,0
9038,1,297.3,308.3,2358,14.9,49,0
9039,2,297.3,308.3,1341,51.9,51,0
9040,1,297.3,308.3,1550,37.0,54,0
9041,1,297.3,308.3,1309,61.5,56,0
9042,2,297.3,308.4,1599,32.9,58,0
9043,1,297.4,308.4,1343,40.0,61,0
9044,1,297.4,308.4,1378,39.9,63,0
9045,1,297.4,308.4,1603,34.6,65,0
9046,1,297.4,308.4,1664,28.1,67,0
9047,1,297.3,308.4,1488,37.4,69,0
9048,2,297.3,308.4,1370,50.5,71,0
9049,1,297.3,308.5,1545,34.3,74,0
9050,2,297.4,308.5,1566,31.4,76,0
9051,1,297.4,308.6,1820,24.6,79,0
9052,2,297.4,308.6,1901,22.1,81,0
9053,2,297.4,308.5,1638,32.2,84,0
9054,2,297.3,308.4,1521,38.2,87,0
9055,0,297.3,308.4,1864,23.1,90,0
9056,1,297.3,308.3,1430,41.9,95,0
9057,2,297.3,308.4,1686,34.5,97,0
9058,2,297.2,308.3,1326,57.2,100,0
9059,1,297.2,308.3,1805,25.6,103,0
9060,0,297.2,308.3,1453,45.8,105,0
9061,2,297.2,308.4,1863,26.0,110,0
9062,1,297.2,308.3,1576,35.3,113,0
9063,1,297.2,308.3,1419,39.7,115,0
9064,1,297.2,308.4,1833,25.2,117,0
9065,0,297.2,308.4,2182,17.3,119,0
9066,1,297.2,308.3,1656,30.3,124,0
9067,1,297.1,308.2,1351,56.6,126,0
9068,0,297.1,308.2,1790,30.3,128,0
9069,2,297.2,308.2,1678,28.1,133,0
9070,1,297.1,308.2,1427,45.2,136,0
9071,1,297.0,308.1,1429,54.0,138,0
9072,0,297.2,308.1,1770,27.2,140,0
9073,1,297.2,308.1,1689,31.2,145,0
9074,2,297.2,308.1,1554,41.3,147,0
9075,1,297.3,308.1,1506,36.0,150,0
9076,1,297.2,308.1,1474,44.3,152,0
9077,1,297.3,308.1,1762,26.1,154,0
9078,1,297.3,308.1,1566,35.7,156,0
9079,0,297.3,308.1,1554,42.4,158,0
9080,1,297.2,308.0,1869,25.4,163,0
9081,1,297.3,308.0,1527,35.1,165,0
9082,1,297.2,307.9,1309,49.6,167,0
9083,2,297.2,307.9,1541,35.7,169,0
9084,1,297.2,307.9,1326,75.4,172,2
9085,0,297.1,307.9,1365,54.0,174,0
9086,1,297.1,307.8,1428,43.7,179,0
9087,1,297.1,307.8,1681,27.6,181,0
9088,2,297.1,307.9,1662,26.9,183,0
9089,1,297.2,307.9,1989,20.3,186,0
9090,2,297.2,307.9,1747,29.0,188,0
9091,2,297.2,308.0,1765,31.1,191,0
9092,1,297.3,308.1,1568,34.4,194,0
9093,2,297.3,308.1,1709,30.6,196,0
9094,2,297.3,308.1,1370,58.8,199,0
9095,1,297.3,308.1,1458,45.7,202,0
9096,1,297.2,308.1,1712,30.9,204,0
9097,1,297.3,308.1,1642,36.9,206,0
9098,1,297.3,308.1,1468,49.8,0,0
9099,0,297.3,308.1,1477,52.3,2,0
9100,1,297.3,308.2,1446,53.5,7,0
9101,0,297.3,308.2,1653,31.4,9,0
9102,1,297.3,308.3,1494,38.2,14,0
9103,1,297.3,308.2,1490,41.0,16,0
9104,2,297.4,308.3,1550,47.8,18,0
9105,2,297.3,308.2,1677,34.9,21,0
9106,1,297.4,308.3,1854,21.8,24,0
9107,2,297.5,308.5,1662,30.3,26,0
9108,2,297.5,308.6,1440,38.8,29,0
9109,1,297.5,308.6,1513,39.7,32,0
9110,2,297.6,308.6,1389,49.0,34,0
9111,1,297.6,308.6,1351,51.0,37,0
9112,2,297.6,308.6,1482,38.3,39,0
9113,1,297.6,308.6,1744,28.5,42,0
9114,1,297.6,308.7,1476,39.0,44,0
9115,2,297.6,308.6,1444,48.2,46,0
9116,0,297.6,308.7,1659,32.1,49,0
9117,2,297.6,308.7,1475,46.6,54,0
9118,1,297.6,308.6,1526,42.1,57,0
9119,2,297.4,308.4,1675,29.5,59,0
9120,1,297.4,308.4,1525,38.7,62,0
9121,1,297.3,308.3,1396,45.9,64,0
9122,1,297.4,308.4,1580,41.2,66,0
9123,1,297.4,308.5,1462,42.8,68,0
9124,1,297.4,308.4,1426,50.4,70,0
9125,1,297.4,308.5,1569,34.2,72,0
9126,1,297.4,308.5,1477,40.7,74,0
9127,1,297.4,308.5,1761,27.2,76,0
9128,2,297.5,308.6,1486,45.9,78,0
9129,1,297.6,308.6,1664,30.1,81,0
9130,1,297.6,308.6,1576,32.7,83,0
9131,0,297.6,308.6,1463,46.7,85,0
9132,2,297.6,308.6,1585,42.0,90,0
9133,1,297.7,308.7,1479,45.7,93,0
9134,1,297.7,308.7,1449,40.2,95,0
9135,0,297.7,308.8,1404,50.3,97,0
9136,1,297.7,308.7,1694,29.1,102,0
9137,1,297.7,308.7,1731,28.4,104,0
9138,1,297.6,308.6,1522,37.0,106,0
9139,1,297.5,308.5,1536,36.9,108,0
9140,1,297.5,308.5,1373,39.9,110,0
9141,1,297.5,308.5,1597,36.4,112,0
9142,1,297.6,308.5,1678,34.2,114,0
9143,1,297.6,308.5,1452,42.6,116,0
9144,2,297.5,308.5,1447,41.6,118,0
9145,1,297.6,308.5,1574,37.1,121,0
9146,1,297.6,308.6,1528,40.0,123,0
9147,1,297.7,308.7,1688,27.2,125,0
9148,1,297.6,308.6,1393,40.4,127,0
9149,2,297.5,308.6,1429,50.5,129,0
9150,2,297.5,308.6,1347,57.0,132,0
9151,1,297.6,308.6,1553,40.5,135,0
9152,1,297.5,308.6,1260,53.6,137,0
9153,1,297.5,308.6,1546,33.8,139,0
9154,1,297.5,308.6,1596,36.0,141,0
9155,1,297.5,308.5,1340,57.4,143,0
9156,2,297.5,308.4,1369,54.8,145,0
9157,1,297.5,308.5,1462,52.3,148,0
9158,0,297.4,308.4,1487,46.2,150,0
9159,2,297.5,308.6,1510,35.5,155,0
9160,0,297.5,308.5,1671,28.0,158,0
9161,2,297.5,308.5,1612,30.0,163,0
9162,2,297.6,308.6,1509,39.7,166,0
9163,1,297.6,308.6,1415,47.3,169,0
9164,1,297.6,308.6,2384,14.4,171,0
9165,1,297.6,308.6,1326,62.4,173,0
9166,2,297.6,308.6,1390,53.4,175,0
9167,2,297.6,308.7,1392,41.2,178,0
9168,0,297.6,308.8,1385,44.4,181,0
9169,1,297.7,308.8,1896,24.5,186,0
9170,1,297.7,308.7,1474,46.8,188,0
9171,2,297.7,308.8,1388,45.6,190,0
9172,1,297.7,308.9,1715,27.2,193,0
9173,0,297.8,308.9,1650,32.2,195,0
9174,1,297.8,308.9,1871,25.6,200,4
9175,1,297.8,309.0,1403,64.2,0,2
9176,1,297.8,308.9,1518,40.4,2,0
9177,1,297.9,309.1,1504,43.0,4,0
9178,1,297.8,309.0,1340,56.9,6,0
9179,0,297.9,309.1,1435,44.7,8,0
9180,1,297.9,309.1,1507,36.9,13,0
9181,1,297.9,309.1,1521,36.1,15,0
9182,2,297.8,309.0,1576,45.0,17,0
9183,1,297.9,309.1,1543,36.6,20,0
9184,1,298.0,309.2,1665,36.6,22,0
9185,1,297.9,309.1,1442,50.3,24,0
9186,1,297.9,309.0,1629,29.0,26,0
9187,1,297.9,309.0,1379,47.3,28,0
9188,1,297.9,309.0,1502,40.2,30,0
9189,1,297.9,309.1,1595,32.0,32,0
9190,2,298.0,309.0,1439,38.5,34,0
9191,2,297.9,309.0,1970,21.6,37,0
9192,1,297.9,309.0,1562,35.8,40,0
9193,2,297.9,309.0,1530,40.9,42,0
9194,1,297.9,308.9,1393,40.6,45,0
9195,1,297.9,309.0,1532,37.6,47,0
9196,1,298.0,308.9,1607,37.7,49,0
9197,2,297.9,308.8,1469,49.0,51,0
9198,2,297.9,308.8,1538,37.6,54,0
9199,1,297.9,308.8,1613,31.4,57,0
9200,2,297.9,308.8,1602,32.1,59,0
9201,1,297.8,308.7,1404,44.2,62,0
9202,1,297.8,308.8,1548,36.9,64,0
9203,1,297.8,308.8,1559,35.2,66,0
9204,1,297.8,308.8,1621,36.1,68,0
9205,1,297.8,308.8,1579,32.9,70,0
9206,2,297.9,308.9,1547,44.0,72,0
9207,1,297.9,308.8,1386,48.6,75,0
9208,1,298.0,308.9,1406,40.9,77,0
9209,2,298.0,309.0,1393,55.9,79,0
9210,2,297.9,309.0,2456,13.9,82,0
9211,2,298.0,309.0,1409,49.1,85,0
9212,1,298.0,308.9,1390,53.9,88,0
9213,1,298.0,309.0,1679,32.4,90,0
9214,1,298.0,308.9,1508,37.1,92,0
9215,1,297.9,308.8,1681,31.7,94,0
9216,0,297.7,308.8,1469,43.7,96,0
9217,1,297.8,308.8,1421,49.6,101,0
9218,1,297.7,308.8,1354,50.2,103,0
9219,2,297.7,308.8,1350,57.0,105,0
9220,1,297.8,308.9,1282,58.1,108,0
9221,2,297.8,309.0,1675,30.0,110,0
9222,2,297.9,309.0,1525,38.5,113,0
9223,1,297.9,309.0,1382,43.9,116,0
9224,1,297.9,309.0,1450,46.8,118,0
9225,1,298.0,309.1,1820,23.6,120,0
9226,1,298.0,309.1,1822,23.5,122,0
9227,1,298.0,309.1,1473,44.3,124,0
9228,2,298.1,309.1,1572,37.5,126,0
9229,2,298.1,309.0,2042,17.8,129,0
9230,1,298.2,309.2,1922,22.6,132,0
9231,1,298.2,309.1,1539,36.5,134,0
9232,1,298.2,309.1,1350,52.0,136,0
9233,1,298.3,309.1,1403,45.1,138,0
9234,1,298.3,309.1,1904,20.3,140,0
9235,2,298.2,308.9,1592,35.2,142,0
9236,1,298.1,308.7,1556,31.6,145,0
9237,2,298.1,308.8,1811,25.4,147,0
9238,2,298.2,308.8,1456,41.2,150,0
9239,0,298.2,308.8,1436,51.9,153,0
9240,2,298.1,308.7,1362,49.6,158,0
9241,1,298.1,308.7,1683,29.1,161,0
9242,2,298.2,308.7,1269,60.9,163,0
9243,1,298.3,308.8,1454,49.0,166,0
9244,1,298.3,308.8,1767,27.3,168,0
9245,1,298.3,308.9,1708,27.3,170,0
9246,1,298.3,308.9,1862,27.0,172,0
9247,1,298.3,308.9,1695,30.7,174,0
9248,2,298.3,309.1,1488,40.6,176,0
9249,1,298.3,309.0,1657,32.2,179,0
9250,0,298.3,309.0,1823,25.9,181,0
9251,2,298.2,309.1,1651,28.8,186,0
9252,2,298.1,309.0,1533,36.1,189,0
9253,2,298.2,309.0,1508,40.5,192,0
9254,1,298.3,309.1,1616,31.1,195,0
9255,1,298.2,309.0,1651,31.5,197,0
9256,1,298.2,309.1,1569,35.2,199,0
9257,2,298.3,309.1,1296,58.7,201,0
9258,0,298.3,309.0,1379,43.2,0,0
9259,2,298.2,309.0,1694,28.0,5,0
9260,1,298.2,309.0,1377,57.8,8,0
9261,0,298.3,309.0,1470,38.4,10,0
9262,2,298.3,309.1,1404,47.0,15,0
9263,1,298.3,309.1,1593,40.1,18,0
9264,2,298.3,309.0,1526,36.9,20,0
9265,2,298.3,308.9,1390,49.7,23,0
9266,1,298.2,308.9,1737,25.5,26,0
9267,1,298.2,308.8,1362,57.3,28,0
9268,1,298.2,308.8,1666,31.5,30,0
9269,1,298.2,308.8,1354,60.9,32,0
9270,1,298.2,308.8,1302,60.4,34,0
9271,1,298.2,308.7,1991,20.5,36,0
9272,1,298.2,308.6,1353,54.1,38,0
9273,0,298.2,308.7,1520,35.7,40,0
9274,1,298.2,308.7,1428,54.9,45,0
9275,1,298.2,308.7,1605,29.4,47,0
9276,1,298.1,308.7,1691,30.3,49,0
9277,1,298.2,308.7,1447,48.4,51,0
9278,0,298.2,308.8,1606,39.9,53,0
9279,2,298.2,308.8,1645,28.2,58,0
9280,0,298.2,308.8,1470,43.3,61,0
9281,1,298.2,308.9,1336,45.0,66,0
9282,2,298.2,308.9,1414,44.3,68,0
9283,2,298.3,309.0,1802,27.5,71,0
9284,1,298.2,308.9,1683,31.7,74,0
9285,2,298.2,309.0,1410,47.6,76,0
9286,1,298.2,308.9,1605,32.0,79,0
9287,1,298.2,308.9,1709,28.1,81,0
9288,1,298.2,308.9,1444,53.1,83,0
9289,1,298.2,308.9,1367,45.0,85,0
9290,1,298.2,309.0,1418,44.2,87,0
9291,1,298.2,309.0,1353,57.8,89,0
9292,1,298.2,309.0,1643,34.1,91,0
9293,1,298.3,309.1,1437,38.0,93,0
9294,1,298.1,309.0,1437,36.2,95,0
9295,2,298.2,309.0,1413,47.9,97,0
9296,0,298.2,309.0,1524,39.1,100,0
9297,2,298.1,308.9,1479,43.4,105,0
9298,1,298.1,308.9,1313,50.6,108,0
9299,2,298.1,308.9,1335,50.4,110,0
9300,1,298.1,308.9,1367,41.9,113,0
9301,2,298.1,308.9,1459,50.3,115,0
9302,2,298.1,308.9,1804,25.1,118,0
9303,1,298.2,309.0,1491,38.3,121,0
9304,1,298.3,309.1,1537,43.0,123,0
9305,0,298.3,309.1,1646,30.2,125,0
9306,2,298.3,309.2,1783,28.3,130,0
9307,1,298.3,309.1,1395,49.8,133,0
9308,1,298.4,309.1,1423,48.0,135,0
9309,1,298.3,309.2,1562,37.6,137,0
9310,1,298.4,309.3,1549,40.8,139,0
9311,1,298.4,309.4,1540,43.2,141,0
9312,0,298.5,309.4,1573,33.6,143,0
9313,1,298.5,309.4,1418,45.1,148,0
9314,2,298.5,309.4,1565,33.7,150,0
9315,1,298.5,309.5,1569,41.0,153,0
9316,0,298.5,309.4,1417,41.2,155,0
9317,1,298.5,309.5,1480,38.1,160,0
9318,1,298.5,309.4,1364,44.5,162,0
9319,1,298.5,309.4,1911,21.5,164,0
9320,1,298.4,309.3,1409,43.1,166,0
9321,1,298.4,309.2,1335,53.5,168,0
9322,2,298.5,309.3,1512,38.1,170,0
9323,1,298.6,309.4,1447,40.2,173,0
9324,1,298.6,309.3,1537,37.6,175,0
9325,2,298.6,309.3,1510,40.8,177,0
9326,1,298.6,309.3,1677,31.2,180,0
9327,1,298.5,309.2,1504,33.7,182,0
9328,0,298.5,309.1,2051,19.0,184,0
9329,1,298.5,309.1,1474,41.3,189,0
9330,2,298.4,309.0,1507,36.1,191,0
9331,1,298.4,308.9,1496,37.9,194,0
9332,2,298.5,309.0,1921,22.0,196,0
9333,1,298.5,309.0,1450,40.5,199,0
9334,1,298.4,308.9,1402,44.8,201,0
9335,1,298.4,308.9,1501,50.0,203,0
9336,1,298.5,308.9,1725,31.9,205,0
9337,0,298.5,308.9,1500,40.3,207,0
9338,0,298.5,309.0,1531,30.8,212,0
9339,1,298.5,309.0,1458,44.8,217,0
9340,0,298.4,308.9,1577,37.1,0,0
9341,2,298.3,308.9,1363,46.1,5,0
9342,0,298.3,308.9,1706,31.8,8,0
9343,2,298.3,308.8,1391,50.4,13,0
9344,1,298.2,308.8,1616,33.7,16,0
9345,1,298.2,308.8,1442,47.0,18,0
9346,2,298.2,308.8,1626,40.4,20,0
9347,2,298.2,308.7,1426,42.6,23,0
9348,1,298.2,308.7,1436,49.1,26,0
9349,2,298.2,308.7,1599,36.2,28,0
9350,1,298.2,308.7,2186,17.8,31,0
9351,1,298.3,308.8,1645,30.4,33,0
9352,1,298.2,308.7,1780,27.9,35,0
9353,1,298.2,308.8,1345,44.3,37,0
9354,2,298.2,308.8,1607,31.9,39,0
9355,1,298.3,308.9,1708,28.0,42,0
9356,1,298.3,308.9,1270,52.7,44,0
9357,2,298.3,308.9,1646,25.4,46,0
9358,1,298.2,308.7,1407,45.1,49,0
9359,2,298.1,308.7,1581,47.4,51,0
9360,1,298.0,308.6,1532,42.6,54,0
9361,1,298.0,308.6,1610,33.1,56,0
